"file_name","section_number","a_Otsikko","b_Nykyinen_sisalto","c_Paivitystarve","d_Viittaus_uuteen_lakiin"
"11224","4","1 RAKENNUSHANKKEEN VAIHEET","Rakennushanke käynnistyy rakennuttajan, kiinteistökehittäjän tai -sijoittajan aloitteesta ja se jakautuu seuraaviin vaiheisiin: tarveselvitys hankesuunnittelu ehdotussuunnittelu yleissuunnittelu toteutussuunnittelu rakentaminen • käyttöönotto takuuaika. RT 10-11107 Hankkeen johtamisen ja rakennuttamisen tehtä- väluettelo HJR12 sisältää rakennushankkeen tehtävät tarvesel- vityksestä takuuajan tehtäviin. Talonrakennushankkeen kulku -ohjekorttisarjassa erillisiksi vai- heiksi ei esitetä suunnittelun valmistelua, rakennusluvan han- kintaa eikä rakentamisen valmistelua. Kyseiset tehtäväkokonai- suudet sijoittuvat edellä esitettyihin vaiheisiin. Osassa rakennushankkeista on hankkeen kehitysvaihe, jossa hankkeen toteutuskelpoisuutta selvitetään ilman varmuutta siitä, että hankkeeseen lopuksi ryhdytään. Kehitysvaihe on vai- he, jossa jokin taho (suunnittelija, muu konsultti ja/tai urakoitsi- ja) on mukana kehittämässä hanketta erillisellä kehitysvaiheen","Uuden lain 60 §:n mukaan rakennuksen tietomallimuotoinen suunnitelma on toimitettava rakennusvalvontaviranomaiselle. Tämä vaikuttaa rakennushankkeen vaiheisiin, erityisesti suunnitteluvaiheisiin, joissa tietomallimuotoiset suunnitelmat ovat keskeisiä. Lisäksi uuden lain 61 §:ssä määritellään tarkemmin, mitä selvityksiä ja suunnitelmia rakentamislupahakemukseen on liitettävä, mikä vaikuttaa rakennusluvan hankintavaiheeseen.","60 § Rakennuksen tietomallimuotoinen suunnitelma
61 § Rakentamislupahakemus"
"11224","5","2 RAKENNUSHANKKEEN OSITTELU","Osittelu on projektin johtamisen työkalu. Osittelulla tarkoite- taan projektin jakamista pienempiin kokonaisuuksiin, joiden avulla projektia voidaan hallita ja ohjata paremmin. Osittelulla kuvataan koko projekti sekä se, miten sen eri osat liittyvät toi- siinsa teknisesti, toiminnallisesti, aikataulullisesti, kustannuksil- taan sekä vastuiltaan.
Rakennushanke ositellaan tyypillisesti monella eri tavalla riippuen hankkeen vaiheesta ja osapuolesta. Rakennusalan julkaisuissa, kuten tehtäväluetteloissa, rakennusalan nimikkeis- töissä ja Talonrakennuksen kustannustieto -julkaisuissa, on esi- tetty erilaisia tapoja ositella projekti. Osittelua tehtäessä tulee ottaa huomioon, että eri osittelut vaikuttavat toisiinsa ja koko rakennushankkeeseen. Osittelussa on tärkeää huolehtia koko- naisuudesta ja jatkuvuudesta sekä sopia, mikä taho hallitsee ja huolehtii siitä, että eri vaiheet ja osat toteuttavat kokonaisuutta johdonmukaisesti.
Rakennushankkeeseen soveltuva osittelumenetelmä riippuu hankkeen ominaispiirteistä. Jos rakennushanke on hyvin laa- ja, hankkeen tilapäätökset tehdään myöhään tai hankkeessa halutaan hyödyntää yhdistelmää eri toteutusmuodoista, kan- nattaa suunnittelu ja hankinnat ositella esimerkiksi avoimen rakentamisen tai sijainnin mukaisella periaatteella. Käytettäes- sä suunnitelmapaketteihin osittelua ja avoimen rakentamisen mukaista osittelua rakennuttajan päätösten sekä suunnitelmi- en ja hankintojen yhdistäminen on helpompaa.
TARVESELVITYS
HANKESUUNNITELMA
EHDOTUS- SUUNNITTELU
YLEISSUUNNITTELU
TOTEUTUS- SUUNNITTELU
Hankepäätös
SUUNNITTELUN VALMISTELU
RAKENNUSLUPATEHTÄVÄT
RAKENTAMINEN
TAKUUAIKA
RAKENTAMISEN VALMISTELU
KÄYTTÖÖNOTTO
Investointipäätös
Valittu
ehdotussuunnitelma
Hyväksytty yleissuunnitelma ja pääpiirustukset
Hyväksytyt toteutussuunnitelmat
Vastaanottopäätös
Kuva 1. Talonrakennushankkeen vaiheet.
HT/1/kesäkuu 2016/Rakennustieto Oy Rakennustietosäätiö RTS 2016
B
A
osakohde A2
LOHKO A
osakohde B3
työkohde B3a
LOHKO B
Kuva 2. Rakennushanke voidaan ositella sijainnin mukaan lohkoihin, osakohteisiin ja työkohteisiin.
Rakennusprojekti voidaan ositella esimerkiksi seuraavilla me- netelmillä tai niiden yhdistelmillä:
vaiheittainen osittelu
osapuoliin / tehtäviin / työlajeihin osittelu
sijainnin mukainen osittelu
rakenteellinen osittelu
avoimen rakentamisen mukainen osittelu urakoihin / hankintoihin osittelu
suunnitelmapaketteihin osittelu.
Vaiheittaisella osittelulla tarkoitetaan rakennushankkeen jaka- mista eri vaiheisiin. Talonrakennushankkeen vaiheet on esitetty kuvassa 1.
Tehtävittäin ja työlajeittain hanke ositellaan esimerkiksi joh- tamiseen, suunnitteluun ja rakennustöihin. Kukin näistä ositel- laan edelleen pienemmiksi ja yksityiskohtaisemmiksi tehtäviksi tai työlajeiksi. Esimerkiksi suunnittelu voidaan ositella edelleen rakennus- (arkkitehti-), rakenne-, LVI-, ja sähkösuunnitteluun jne. Tehtävä- ja työlajiosittelussa voidaan hyödyntää eri nimik- keistöjä. Esimerkiksi Talo 2000 -nimikkeistö on kansallinen, ra- kennusalan yhteistyönä syntynyt nimikkeistöjärjestelmä.
Sijainnin mukaisessa osittelussa rakennus ositellaan lohkoi- hin sekä edelleen osa- ja työkohteisiin. Sijainnin mukainen osit- telu tunnetaan yleisemmin lohkojakona. Sijainnin mukainen osittelu luo perustan hankkeen aikatauluhallinnalle ja nopeut- taa erityisesti rakentamisvaihetta, kun eri töitä voidaan tehdä porrastaen ja samanaikaisesti rakennuksen eri osissa.
Rakenteellisessa osittelussa rakennus pilkotaan fyysisiin osiinsa kuten perustukset, runko, vesikatto, väliseinät jne. Rakenteellinen osittelu voidaan esittää halutun nimikkeistön mukaisesti. Rakenteellinen osittelu on välttämätön projektin sisällön ja tuloksen kuvaamiseksi. Rakennus voidaan ositella rakenteellisesti myös järjestelmiin, jotka ovat usean rakennus- osan muodostamia toiminnallisia kokonaisuuksia, esimerkiksi lämmitysjärjestelmä, valaistusjärjestelmä ja tiedonsiirtojärjes- telmä.
Avoimen rakentamisen periaatteessa rakennus ositellaan kiinteään perusosaan ja muuntuvaan tilaosaan. Avoimen raken- tamisen periaate jakaa rakennushankkeen yleisesti rakennutta- jan päätöksenteon kannalta sopiviin osiin. Osittelumenetelmä tarjoaa työkaluja myöhäisiin tilapäätöksiin rakennushankkeen aikana ja käytönaikaiseen muunto- ja käyttöjoustoon. Avoimen rakentamisen periaatetta on käytetty myös vastaanottovai- heen hallintaan.
A
osakohde
perustus
osakohde
B
perustus
runko
runko
vesikatto
vesikatto
vesikatto
sisävalmistus
sisävalmistus
aikasäästö
Kuva 3. Lohkojen toteutusjärjestyksen vaikutus hankkeen kestoon. Muokattu lähteestä: Kankainen, J. & Sandvik, T. Rakennushankkeen ohjaus. 1993.
HT/1/kesäkuu 2016/Rakennustieto Oy Rakennustietosäätiö RTS 2016
aika
aika
Rakennushanke ositellaan urakoihin ja hankintoihin usein samaan tapaan, kuin se ositellaan työlajeihin. Urakoihin ja han- kintoihin voidaan ositella myös esimerkiksi lohkojen mukaan tai eri työlajien tehtäviä voidaan yhdistää yhteen urakkaan. Rakennushanke voidaan ositella suunnitelmapaketteihin esi- merkiksi tehtäväluetteloiden mukaisella periaatteella. Tällöin suunnitelmapaketti on samanaikaisesti suunniteltava toteutus-
suunnitelmien kokonaisuus, joka palvelee yhtä tai useampaa hankintapakettia. Toisaalta esimerkiksi perinteisissä urakoissa suunnitelmapaketteja voi soveltaa niin, että suunnitelmapaket- ti on tietyn rakennusvaiheen ja/tai alueen suunnitelmakoko- naisuus kuten maanrakennusvaihe, perustusvaihe, runkovaihe, rakennuksen vaippa tai sisävalmistusvaihe.
Kuva 4. Pohjakuvassa voidaan esittää tummennetulla värillä avoimen rakentamisen periaatteen mukaiset kiinteät perusosat kuten pystykuilut, liittymävaraukset ja porrashuoneet.
Taulukko 1. Yhteenveto osittelumenetelmistä sekä niiden soveltuvuudesta erilaisiin hankkeisiin.","Uuden lain 29 §:n mukaan rakennuksen on täytettävä olennaiset tekniset vaatimukset, ja rakentamisen on oltava hyvän rakennustavan mukaista. Tämä vaikuttaa osittelumenetelmiin, sillä osittelussa on otettava huomioon rakennuksen tekniset vaatimukset ja varmistettava, että kaikki osat täyttävät nämä vaatimukset.","29 § Rakentamiselle asetettavat vaatimukset"
"11235","3","1.1 Autopaikkojen sijoittaminen ja lukumäärä","Autopaikkoja sijoitetaan
• tonttialueelle, samalle tontille tai autopaikkojen korttelialu- eelle
• autosuojiin, esimerkiksi kellarikerroksiin tai pysäköintilaitok- siin
katualueelle (pihakaduille, kadunvarsille).
Rakennusten käyttötarkoitus, rakennukset ja ympäristö ovat perusteena autopaikkojen lukumäärälle ja tonttikohtaisille py- säköintijärjestelyille. Autopaikkojen lukumäärästä määrätään asemakaavassa.
Pysäköintialuetta voidaan mahdollisuuksien mukaan käyttää eri aikoina eri toimintojen tarpeisiin, esimerkiksi työpaikkapу- säköinti päivällä ja asukaspysäköinti illalla (vuoropysäköinti), kuva 1.","Uuden lain 126 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava kiinteistöä varten asemakaavassa ja rakentamisluvassa määrättyjen ajoneuvopaikkojen järjestämisestä rakentamisen yhteydessä. Tämä tarkoittaa, että pysäköintijärjestelyt on tarkistettava ja varmistettava, että ne vastaavat sekä asemakaavan että rakentamisluvan vaatimuksia.","126 § Ajoneuvopaikkojen järjestäminen"
"11235","3","1.2 Tonteilla olevat pysäköintialueet","Pysäköintialueiden suunnittelussa tulee ottaa huomioon
• esteettömyys reiteillä pysäköintialueelle ja pysäköintialueel- la. Hyvä saavutettavuus, Rakennustietosäätiön ohjejulkaisut Esteetön rakennus ja ympäristö. Suunnitteluopas ja RT 09- 10884 Esteetön liikkumis- ja toimimisympäristö.
• rakennusten ja tontin suhde
• maisema, taajamakuva ja katutila, Infra 63-710140, RT 98- 11180 Jalankulku- ja pyöräilyväylät ja RT-ideakortti Hitaasti liikennöitävät kadut
sijoittamismahdollisuudet liikennemelualueelle
rakennusten käyttötarkoituksen muuttuminen tai rakennus- ten laajentaminen ja varautuminen sen mukaiseen autopaik- kamäärään
liikenneturvallisuus. Autopaikat tulisi sijoittaa siten, että jalankulku- ja pyörätiet ja autoliikenteen väylät eivät risteä keskenään
polkupyörien ja jalankulun apuvälineiden pysäköinti, RT 98- 11207, KH 91-00584, Infra 64-710150 Polkupyörien pysäköinti ja säilytys
• erikoisajoneuvot tarpeen mukaan
raskaan liikenteen pysäköintitarpeet
erottaminen pihan muista toiminnoista esimerkiksi maaston- muotojen, rakennusten ja kasvillisuuden avulla
• autopaikkojen sijoittaminen siten, että autojen valot eivät suuntaudu häiritsevästi asuntoihin
• näköyhteys pysäköintialueelta asiointikohteeseen
huolto-, vieras- ja asiakasautopaikkojen sijoittaminen eril- leen ja helposti löydettävään paikkaan
aurauslumen varastointi, esimerkiksi kivipintaisilla alueilla tai nurmikkoalueilla
hulevesien imeyttäminen pysäköintialueilla, viivyttäminen ja johtaminen. Ohjeita on mm. Suomen Kuntaliiton julkaisussa Hulevesiopas ja ohjeessa RT 89-11196, LVI 23-10564, KH 82- 00576, Infra 14-710146 Hulevesien hallinta.","Uuden lain 35 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava, että rakennus ja sen piha- ja oleskelualueet suunnitellaan ja rakennetaan esteettömyys ja käytettävyys huomioon ottaen. Tämä tarkoittaa, että pysäköintialueiden suunnittelussa on varmistettava esteettömyys erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta.","35 § Esteettömyys"
"11235","3","2.3 Liikkumisesteisille varatut autopaikat","Liikkumisesteiselle, esimerkiksi liikkumisen apuvälineitä käyt- tävälle henkilölle mitoitetun autopaikan leveys on vähintään 3,6 m. Autopaikan pinta saa olla enintään 2% kalteva. Auton pituuden lisäksi tarvitaan tilaa 1,5 m, jotta pyörätuolissa istuen voidaan ottaa tavaraa auton tavaratilasta tai käyttää esimerkik- si invataksissa olevaa nostolaitetta. Autopaikan päällysteessä käytetään Tieliikenneasetuksen ja Asetuksen tieliikenneasetuksen 5 luvun muuttamisesta 163/1992 mukaista valkoista merkintää ""Pysäköintipaikka invalidin ajoneuvolle"". Merkinnän koosta on ohje Liikenneviraston ohjeessa Tiemerkintöjen suunnittelu 25/2015.","Uuden lain 35 §:n mukaan esteettömyys on otettava huomioon erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä tarkoittaa, että liikkumisesteisille varattujen autopaikkojen suunnittelussa on varmistettava, että ne täyttävät esteettömyysvaatimukset ja ovat helposti saavutettavissa.","35 § Esteettömyys"
"11235","7","3.1 Päällysteet","SA
P
Pysäköintialueiden päällysteen valinnassa otetaan huomioon • taajamakuva (taajaman luonne, maaseututaajama ja kau-
punkimainen ympäristö)
piha-alue
esteettömyys
jalankulkijat siten, että valitaan päällyste, joka ei ole liukas • maaperä
liikenteen ohjauksen ja pysäköintipaikkojen merkitseminen puhtaanapito.
Päällysteenä voidaan käyttää
betonikiviä
asfalttia
muotoiltuja luonnonkiviä
sirotteita, esimerkiksi soraa, liikkumisesteisten autopaikkojen ja esteettömien kulkuväylien pinnan tulee myös tässä tapa- uksessa olla kova ja tasainen.
Pysäköintialueita jakavilla ja muista alueista erottavilla osilla voi olla nurmikkoa tai istutuksia tai ne voidaan rakentaa kiviainei- sista materiaaleista.
Pysäköinti- ja istutusalueiden kuivatuksesta on ohjeita oh- jeessa RT 81-11000 Rakennuspohjan ja tonttialueen kuivatus.","Uuden lain 35 §:n mukaan esteettömyys ja käytettävyys on otettava huomioon erityisesti liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä tarkoittaa, että pysäköintialueiden päällysteiden valinnassa on varmistettava, että ne täyttävät esteettömyysvaatimukset, mikä voi edellyttää tarkempia ohjeita ja vaatimuksia kuin mitä nykyisessä ohjeessa on esitetty.

d.Viittaus uuteen lakiin:
35 § Esteettömyys","35 §"
"11235","10","3.5 Valaistus","3.5 Valaistus

Pysäköintialueen tulee olla valaistu mm. valvonnan vuoksi. Valaistusvoimakkuudeksi suositellaan 75 luksia. Jalankulkualueilla sekä kulunvalvonta- ja huoltotoimintojen alueella valaistusvoimakkuuden tulisi olla 100...150 luksia. Valaistus lisää liikkumisen sujuvuutta turvallisuuden tunnetta sekä turvallisuutta. Valaistus mahdollistaa luotettavan mahdollisen kameravalvonnan. Valaistusvoimakkuuksiksi suositellaan • liittymissä 75 lx ajoradoilla ja pysäköintialueilla 75 Ix Valaistusvoimakkuudet määritetään maan pinnan tasolla. Valaistuksen valonvärintoistoindeksin tulee olla vähintään 20. Maksuautomaateilla valaistusvoimakkuuden tulee olla 300 lx ja väripuhtausindeksin R_{a} tulee olla vähintään 80.","Uuden lain 36 §:n mukaan rakennuksen ja sen piha- ja oleskelualueiden melualtistus ja ääniolosuhteet eivät saa vaarantaa terveyttä, lepoa eivätkä työntekoa. Vaikka valaistusta ei suoraan käsitellä, valaistuksen suunnittelussa on otettava huomioon myös ääniolosuhteet ja meluntorjunta, mikä voi vaikuttaa valaistuksen suunnitteluun ja toteutukseen.","36 § Meluntorjunta ja ääniolosuhteet"
"11235","12","F1 Esteetön rakennus. Määräykset ja ohjeet 2005","F1 Esteetön rakennus. Määräykset ja ohjeet 2005 (RT RakMK-21255, KH RakMK-10407, LVI RakMK-00303. 4 s.).","Uuden lain 35 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava, että rakennus ja sen piha- ja oleskelualueet suunnitellaan ja rakennetaan niiden käyttötarkoituksen, käyttäjämäärän ja kerrosluvun edellyttämällä tavalla siten, että esteettömyys ja käytettävyys otetaan huomioon erityisesti lasten, ikääntyneiden, vammaisten ja liikkumis- ja toimimisesteisten henkilöiden kannalta. Tämä saattaa vaatia tarkennuksia ja päivityksiä esteettömyyden osalta.","35 § Esteettömyys"
"11235","12","F2 Rakennuksen käyttöturvallisuus. Määräykset ja ohjeet 2001","F2 Rakennuksen käyttöturvallisuus. Määräykset ja ohjeet 2001. (RT RakMK-21184, KH RakMK-10357, LVI RakMK-00253).","Uuden lain 34 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava siitä, että rakennus suunnitellaan ja rakennetaan sen käyttötarkoituksen edellyttämällä tavalla siten, että sen käyttö ja huolto on turvallista. Tämä saattaa vaatia tarkennuksia ja päivityksiä käyttöturvallisuuden osalta.","34 § Käyttöturvallisuus"
"11235","12","RT 89-11196, LVI 23-10564, ΚΗ 82-00576, Infra 14-710146 Hulevesien hallinta. 2015","RT 89-11196, LVI 23-10564, ΚΗ 82-00576, Infra 14-710146 Hulevesien hallinta. 2015. 10 s.","Uuden lain 45 §:n mukaan vedensaanti, jätevedet ja hulevedet on hoidettava aiheuttamatta haittaa ympäristölle. Tämä saattaa vaatia tarkennuksia ja päivityksiä hulevesien hallinnan osalta.","45 § Sijoittamisen edellytykset muualla kuin asemakaava-alueella"
"11235","12","RT 98-11207, KH 91-00584, Infra 64-710150 Polkupyörien pysäköinti ja säilytys. 2016","RT 98-11207, KH 91-00584, Infra 64-710150 Polkupyörien pysäköinti ja säilytys. 2016. 15 s.","Uuden lain 126 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava kiinteistöä varten asemakaavassa ja rakentamisluvassa määrättyjen ajoneuvopaikkojen järjestämisestä rakentamisen yhteydessä. Tämä saattaa vaatia tarkennuksia ja päivityksiä polkupyörien pysäköinnin ja säilytyksen osalta.","126 § Ajoneuvopaikkojen järjestäminen"
"11235","12","RT 98-11236, KH 91-00606, Infra 64-710165 Pysäköintilaitokset. 2016","RT 98-11236, KH 91-00606, Infra 64-710165 Pysäköintilaitokset. 2016. 16 s.","Uuden lain 126 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava kiinteistöä varten asemakaavassa ja rakentamisluvassa määrättyjen ajoneuvopaikkojen järjestämisestä rakentamisen yhteydessä. Tämä saattaa vaatia tarkennuksia ja päivityksiä pysäköintilaitosten osalta.","126 § Ajoneuvopaikkojen järjestäminen"
"11237","4","2.1 Autopaikkamäärä","Autopaikkamääristä on kuntakohtaiset ohjeet asemakaavoissa.
PYSÄKÖINTITILOJEN SUUNNITTELU 3","Uuden lain 126 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava kiinteistöä varten asemakaavassa ja rakentamisluvassa määrättyjen ajoneuvopaikkojen järjestämisestä rakentamisen yhteydessä. Tämä tarkoittaa, että pelkkä kuntakohtainen ohje ei riitä, vaan on noudatettava myös rakentamisluvassa määrättyjä vaatimuksia.","126 § Ajoneuvopaikkojen järjestäminen"
"11237","12","3.9 Sisäiset jalankulkuyhteydet","Jalankulkuyhteyksinä pysäköintitasoille ovat portaat ja hissit. Kulkutien pituuksissa uloskäytäviin on otettava huomioon Suomen rakentamismääräyskokoelman osa E1 Rakennusten paloturvallisuus. Määräykset ja ohjeet 2002. Jalankulkureittien turvallisuutta parantamaan suositellaan ajoväylille hidasteita. Pysäköintilaitoksissa, joissa on pitkät ajoväylät, tulee olla poikittaiset opasteilla merkityt jalankulkureitit, kuva 18.","Uuden lain 32 §:n mukaan rakennuksen paloturvallisuutta koskevat vaatimukset on päivitetty, ja viittaus vanhaan Suomen rakentamismääräyskokoelman osaan E1 vuodelta 2002 on vanhentunut. Uusi laki edellyttää, että rakennuksen paloturvallisuus suunnitellaan ja toteutetaan sen käyttötarkoituksen edellyttämällä tavalla, ja palon syttymisen vaaraa on rajoitettava. Tämä edellyttää päivitettyjä ohjeita ja määräyksiä, jotka vastaavat nykyisiä vaatimuksia.","32 § Paloturvallisuus"
